,dist_code,year,state_code,rice_irrigated_area_(1000_ha),wheat_irrigated_area_(1000_ha),kharif_sorghum_irrigated_area_(1000_ha),rabi_sorghum_irrigated_area_(1000_ha),sorghum_irrigated_area_(1000_ha),pearl_millet_irrigated_area_(1000_ha),maize_irrigated_area_(1000_ha),finger_millet_irrigated_area_(1000_ha),barley_irrigated_area_(1000_ha),chickpea_irrigated_area_(1000_ha),pigeonpea_irrigated_area_(1000_ha),minor_pulses_irrigated_area_(1000_ha),pulses_irrigated_area_(1000_ha),groundnut_irrigated_area_(1000_ha),sesamum_irrigated_area_(1000_ha),linseed_irrigated_area_(1000_ha),sugarcane_irrigated_area_(1000_ha),cotton_irrigated_area_(1000_ha),state_name_y,dist_name_y,nitrogen_share_in_npk_(percent),phosphate_share_in_npk_(percent),potash_share_in_npk_(percent),january_rainfall_(millimeters),february_rainfall_(millimeters),march_rainfall_(millimeters),april_rainfall_(millimeters),may_rainfall_(millimeters),june_rainfall_(millimeters),july_rainfall_(millimeters),august_rainfall_(millimeters),september_rainfall_(millimeters),october_rainfall_(millimeters),november_rainfall_(millimeters),december_rainfall_(millimeters),annual_rainfall_(millimeters),wheat_yield_(kg_per_ha),kharif_sorghum_yield_(kg_per_ha),rabi_sorghum_yield_(kg_per_ha),sorghum_yield_(kg_per_ha),maize_yield_(kg_per_ha),finger_millet_yield_(kg_per_ha),barley_yield_(kg_per_ha),pigeonpea_yield_(kg_per_ha),minor_pulses_yield_(kg_per_ha),sesamum_yield_(kg_per_ha),rapeseed_and_mustard_yield_(kg_per_ha),safflower_yield_(kg_per_ha),castor_yield_(kg_per_ha),linseed_yield_(kg_per_ha),sunflower_yield_(kg_per_ha),soyabean_yield_(kg_per_ha),oilseeds_yield_(kg_per_ha),cotton_yield_(kg_per_ha),january_maximum_temperature_(centigrate),february_maximum_temperature_(centigrate),march_maximum_temperature_(centigrate),april_maximum_temperature_(centigrate),may_maximum_temperature_(centigrate),june_maximum_temperature_(centigrate),july_maximum_temperature_(centigrate),august_maximum_temperature_(centigrate),september_maximum_temperature_(centigrate),october_maximum_temperature_(centigrate),november_maximum_temperature_(centigrate),december_maximum_temperature_(centigrate),january_minimum_temperature_(centigrate),february_minimum_temperature_(centigrate),march_minimum_temperature_(centigrate),april_minimum_temperature_(centigrate),may_minimum_temperature_(centigrate),june_minimum_temperature_(centigrate),july_minimum_temperature_(centigrate),august_minimum_temperature_(centigrate),september_minimum_temperature_(centigrate),october_minimum_temperature_(centigrate),november_minimum_temperature_(centigrate),december_minimum_temperature_(centigrate)
10,1,2002,14,258.576,12.023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.295,-1.0,-1.0,7.907,-1.0,-1.0,-1.0,1.15,-1.0,Chhattisgarh,Durg,58.0,29.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,183.6,107.0,328.7,113.1,50.0,-1.0,-1.0,-1.0,754.44,947.81,0.0,947.81,1284.3,217.39,1000.0,404.43,269.85,255.53,302.88,311.46,0.0,280.51,696.21,536.3,359.97,500.0,27.79000092,31.53000069,35.65000153,40.06999969,42.93000031,36.65999985,32.52000046,29.29000092,30.79999924,31.29999924,29.27000046,29.54999924,13.43000031,17.04999924,20.82999992,25.84000015,29.43000031,26.04999924,26.28000069,23.34000015,23.84000015,21.35000038,15.76000023,14.89999962
11,1,2004,14,303.976,13.441,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.966,-1.0,-1.0,22.526,-1.0,-1.0,-1.0,2.759,-1.0,Chhattisgarh,Durg,60.1,28.1,11.7,0.0,0.0,0.0,0.0,0.0,291.8,306.4,300.5,85.9,13.3,0.0,0.0,997.9,636.48,678.48,0.0,678.48,1186.04,360.0,1000.0,498.67,280.83,299.01,341.04,225.9,500.0,221.27,692.22,938.76,475.24,512.2,27.25,29.76000023,36.58000183,38.77000046,41.63000107,36.29999924,30.70999908,29.71999931,31.29999924,30.27000046,29.09000015,27.72999954,12.89000034,15.27999973,21.76000023,24.54000092,28.12000084,25.68000031,24.46999931,23.77000046,24.34000015,20.32999992,15.59000015,13.07999992
12,1,2005,14,311.889,13.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.107,-1.0,-1.0,28.706,-1.0,-1.0,-1.0,4.306,-1.0,Chhattisgarh,Durg,59.4,27.2,13.4,3.5,6.2,29.3,98.2,326.0,236.4,353.5,48.2,0.0,2.6,0.0,0.0,1103.9,636.48,604.58,0.0,604.58,1186.04,360.0,1000.0,498.67,299.83,299.01,341.04,225.9,500.0,221.27,692.22,938.76,517.97,0.0,27.79999924,31.47999954,35.84999847,38.65999985,42.11999893,40.52999878,30.21999931,30.36000061,30.82999992,31.15999985,28.07999992,27.09000015,13.43999958,17.01000023,21.03000069,24.43000031,28.61000061,29.90999985,23.98999977,24.40999985,23.92000008,21.20999908,14.56999969,12.43999958
13,1,2006,14,326.318,13.956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.183,-1.0,-1.0,35.811,-1.0,-1.0,-1.0,7.554,-1.0,Chhattisgarh,Durg,61.1,26.3,12.6,0.0,0.0,26.8,18.2,44.8,27.4,251.7,392.6,120.5,4.4,0.0,0.0,886.4,723.16,717.19,0.0,717.19,953.14,333.33,0.0,431.39,544.25,290.09,294.49,264.68,250.0,253.83,628.38,889.29,566.49,263.16,27.88999939,32.70000076,34.02000046,38.84000015,40.70000076,37.88000107,30.29000092,29.69000053,31.17000008,31.79999924,30.22999954,29.0,13.52999973,18.22999954,19.20000076,24.61000061,27.20000076,27.26000023,24.04999924,23.72999954,24.20999908,21.85000038,16.71999931,14.35000038
14,1,2007,14,339.7,16.616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.913,-1.0,-1.0,47.549,-1.0,-1.0,-1.0,2.15,-1.0,Chhattisgarh,Durg,58.6,27.8,13.6,0.0,5.8,1.8,0.0,0.0,229.6,298.4,328.8,202.1,2.0,0.0,0.0,1068.5,921.03,177.1,0.0,920.85,1157.23,263.16,1166.67,493.05,1789.63,297.9,375.35,227.27,356.05,309.82,797.55,1149.7,859.2,250.0,28.31999969,31.17000008,35.15999985,39.22999954,42.63999939,37.22000122,30.95999908,30.30999947,30.89999962,30.61000061,28.97999954,28.48999977,13.96000004,16.70000076,20.35000038,25.0,29.12999916,26.60000038,24.71999931,24.35000038,23.94000053,20.67000008,15.47000027,13.84000015
15,1,2008,14,324.632,18.262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.337,-1.0,-1.0,60.065,-1.0,-1.0,-1.0,1.16,-1.0,Chhattisgarh,Durg,49.7,32.0,18.3,0.0,0.0,6.8,0.0,0.0,240.0,138.3,287.9,231.8,0.0,0.0,0.0,904.8,855.47,334.29,0.0,1244.99,984.92,300.0,1000.0,550.84,795.01,253.22,340.02,260.87,0.0,254.22,690.96,941.19,772.2,1000.0,28.39999962,29.25,35.43000031,38.97999954,42.72999954,36.27999878,30.90999985,30.51000023,30.76000023,31.35000038,30.17000008,29.26000023,14.03999996,14.77999973,20.61000061,24.73999977,29.22999954,25.65999985,24.68000031,24.55999947,23.79999924,21.40999985,16.65999985,14.60999966
16,1,2009,14,292.525,22.516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.693,-1.0,4.905,68.616,-1.0,-1.0,-1.0,1.0,-1.0,Chhattisgarh,Durg,56.4,28.8,14.9,0.0,0.0,0.0,0.0,0.0,21.5,405.2,213.0,51.8,4.2,0.0,0.0,695.7,898.09,369.59,0.0,1180.57,1045.97,235.29,166.67,518.7,433.68,404.09,428.18,218.75,0.0,269.77,654.12,898.97,767.05,0.0,30.22999954,33.15000153,36.27000046,40.16999817,42.25,40.59000015,30.45000076,30.88999939,32.13999939,30.64999962,29.64999962,28.62999916,15.88000011,18.68000031,21.45000076,25.93000031,28.73999977,29.97999954,24.21999931,24.94000053,25.18000031,20.70999908,16.14999962,13.97999954
17,1,2010,14,327.533,25.678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.278,-1.0,Chhattisgarh,Durg,54.5,30.4,15.1,6.2,0.0,0.0,0.0,7.7,146.4,391.3,276.6,279.8,11.1,18.2,12.4,1149.7,994.69,1393.94,0.0,1393.94,1457.32,0.0,777.78,402.03,506.28,260.12,355.94,250.0,0.0,250.58,725.0,1148.66,986.66,0.0,27.0,31.76000023,37.75999832,41.40000153,43.24000168,39.20000076,30.63999939,30.71999931,30.95999908,31.21999931,31.37999916,27.63999939,12.64999962,17.29000092,22.94000053,27.17000008,29.72999954,28.57999992,24.40999985,24.77000046,24.0,21.28000069,17.87000084,12.98999977
18,1,2011,14,338.588,28.442,0.0,0.0,0.0,0.0,0.41,0.0,0.1,79.586,0.02,1.014,80.627,0.014,0.03,0.01,8.702,0.08,Chhattisgarh,Durg,56.2,33.5,10.2,0.0,6.0,0.0,54.1,27.7,251.5,319.7,350.5,251.1,21.7,0.0,0.0,1282.3,1115.68,774.6,0.0,774.6,1285.56,250.0,1133.33,440.09,451.66,347.76,418.76,203.94,0.0,390.64,833.33,802.03,735.8,250.0,26.81999969,30.85000038,36.04999924,36.70000076,42.34000015,37.06000137,31.07999992,30.09000015,30.56999969,31.51000023,29.92000008,28.11000061,12.46000004,16.37999916,21.22999954,22.46999931,28.84000015,26.45000076,24.85000038,24.13999939,23.61000061,21.56999969,16.40999985,13.46000004
19,1,2012,14,346.117,28.287,0.0,0.01,0.01,0.0,0.42,0.0,0.14,91.011,0.0,1.68,92.681,0.014,0.0,0.01,13.036,0.1,Chhattisgarh,Durg,55.5,34.0,10.5,41.2,0.0,0.0,26.4,0.0,119.1,348.9,342.6,198.7,5.0,9.0,1.2,1092.1,1087.1,705.81,0.0,705.81,1538.56,277.78,578.95,543.12,377.05,272.66,434.56,252.03,400.0,418.13,736.84,1194.76,1051.69,153.85,27.13999939,31.17000008,35.70000076,39.11999893,43.13999939,39.22999954,30.15999985,29.87000084,30.89999962,30.75,29.01000023,28.64999962,12.77999973,16.70000076,20.87999916,24.88999939,29.62999916,28.62000084,23.93000031,23.92000008,23.93000031,20.86000061,15.5,14.0
20,1,2013,14,359.045,26.273,0.0,0.0,0.0,0.0,0.62,0.0,0.13,109.006,0.32,0.956,110.29,0.014,0.01,0.014,11.542,0.04,Chhattisgarh,Durg,63.5,26.7,9.8,0.5,13.1,1.9,13.7,1.6,262.3,586.9,328.1,182.8,177.1,0.0,0.0,1568.0,1043.06,0.0,0.0,636.36,1742.2,235.29,545.45,499.89,397.0,258.89,469.08,217.39,0.0,351.35,458.33,1003.99,917.64,200.0,28.19000053,31.03000069,35.52999878,38.29999924,43.88000107,35.27000046,29.71999931,29.60000038,31.17000008,30.76000023,28.97999954,27.86000061,13.82999992,16.55999947,20.71999931,24.06999969,30.36000061,24.70000076,23.55999947,23.67000008,24.26000023,20.87000084,15.43000031,13.22999954
21,1,2014,14,372.725,28.773,0.0,0.0,0.0,0.0,0.98,0.0,0.11,103.121,0.02,1.536,104.667,0.014,0.02,0.0,14.38,0.03,Chhattisgarh,Durg,53.6,32.1,14.2,0.0,46.6,27.6,10.4,57.4,96.9,501.6,279.2,255.7,104.3,0.0,0.0,1379.7,1151.49,0.0,0.0,809.24,1451.66,230.77,785.71,628.58,679.02,425.14,473.43,217.39,0.0,383.47,500.0,465.22,462.3,400.0,32.27000046,30.39999962,34.63999939,38.75999832,41.04999924,39.52999878,31.01000023,30.92000008,30.73999977,31.31999969,29.79000092,27.01000023,17.80999947,15.72999954,19.70000076,24.46999931,27.54000092,28.95999908,24.85000038,24.98999977,23.82999992,21.42000008,16.22999954,12.38000011
22,1,2015,14,361.631,32.704,0.0,0.01,0.01,0.0,2.26,0.0,0.03,106.756,0.0,1.355,108.121,0.194,0.09,0.45,17.041,0.04,Chhattisgarh,Durg,62.7,25.3,12.0,14.6,0.0,39.6,58.2,7.8,201.8,186.4,250.7,249.3,0.3,0.0,0.0,1008.7,1120.74,0.0,0.0,1039.58,1467.17,166.67,750.0,445.48,387.89,374.48,493.81,333.33,0.0,326.49,800.0,500.02,326.61,200.0,26.84000015,31.43000031,34.52999878,37.47000122,42.27999878,36.22000122,30.95999908,30.69000053,31.54000092,32.41999817,30.95999908,29.68000031,17.80999947,15.72999954,19.70000076,24.46999931,27.54000092,28.95999908,24.85000038,24.98999977,23.82999992,21.42000008,17.40999985,15.02999973
23,2,1990,14,12.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,56.3,36.8,6.9,0.4,12.4,9.3,0.0,148.4,277.7,394.1,585.9,217.2,168.4,10.5,0.0,1824.3,1200.0,982.14,920.0,962.96,1476.36,0.0,0.0,1500.0,370.99,178.57,639.22,0.0,0.0,212.12,0.0,800.0,343.25,0.0,28.81999969,30.77000046,33.47999954,36.54999924,35.31000137,31.26000023,27.22999954,27.93000031,28.73999977,28.45000076,28.40999985,27.70999908,12.28999996,15.10999966,18.22999954,22.82999992,22.26000023,21.89999962,21.45999908,21.88999939,21.79999924,19.22999954,15.60000038,12.17000008
24,2,1991,14,14.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,65.6,27.1,7.3,0.0,0.0,2.3,0.0,10.6,161.0,475.7,335.3,128.5,68.9,21.7,0.8,1204.8,1363.64,1037.04,782.61,961.04,1483.64,0.0,0.0,1346.15,376.47,160.0,689.38,0.0,0.0,266.67,250.0,1000.0,369.27,0.0,28.5,31.81999969,34.99000168,36.50999832,37.77999878,32.22000122,28.12000084,27.75,29.09000015,29.09000015,26.95999908,26.45000076,12.5,15.92000008,19.59000015,22.56999969,24.88999939,22.77000046,22.27000046,21.70999908,22.04000092,19.88999939,13.98999977,11.0
25,2,1992,14,14.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,58.8,30.7,10.5,0.7,0.0,0.0,0.0,10.0,199.6,434.0,522.2,-1.0,-1.0,-1.0,0.0,1378.4,1250.0,1000.0,1363.64,1106.67,1683.64,0.0,0.0,1259.26,353.04,208.33,531.28,0.0,0.0,214.29,181.82,925.53,288.18,0.0,27.12000084,30.20000076,35.00999832,36.95999908,37.58000183,33.29000092,28.88999939,27.45999908,28.68000031,29.29999924,28.46999931,26.36000061,10.98999977,14.63000011,19.38999939,22.59000015,24.30999947,23.70000076,23.01000023,21.39999962,21.62999916,19.85000038,15.36999989,10.71000004
26,2,1993,14,15.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,68.4,26.6,5.0,0.0,1.1,7.0,0.0,0.0,159.5,391.6,271.9,254.6,56.8,-1.0,-1.0,1157.1,1444.44,1090.91,0.0,1709.09,1613.97,0.0,0.0,1392.86,382.59,250.0,509.01,0.0,0.0,250.0,285.71,1057.97,298.58,0.0,28.71999931,30.22999954,34.04999924,36.66999817,37.75,33.74000168,28.43000031,28.14999962,28.71999931,29.59000015,27.61000061,26.29000092,12.39999962,14.46000004,18.22999954,22.62000084,24.69000053,24.39999962,22.56999969,22.20000076,21.68000031,20.17000008,14.55000019,10.72999954
27,2,1994,14,14.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,63.2,29.4,7.5,0.0,1.0,0.0,9.3,3.4,241.4,685.2,510.0,246.1,41.7,1.1,0.0,1739.2,1500.0,867.92,761.9,837.84,1262.75,0.0,0.0,1346.15,404.18,208.33,572.58,0.0,0.0,255.32,200.0,1000.0,313.4,0.0,28.79000092,30.44000053,35.47999954,36.36999893,38.09000015,32.33000183,27.03000069,27.07999992,28.70000076,29.35000038,27.32999992,26.51000023,12.34000015,14.96000004,19.82999992,22.17000008,24.79999924,23.01000023,21.27000046,21.11000061,21.46999931,19.77000046,14.42000008,10.77000046
28,2,1995,14,13.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chhattisgarh,Bastar,63.2,29.4,7.5,59.4,0.0,7.7,1.6,63.8,157.3,562.6,341.7,146.1,132.3,0.3,0.0,1472.8,1562.5,1080.0,1150.0,1100.0,1684.21,0.0,0.0,1125.0,393.33,230.77,572.65,0.0,0.0,250.0,0.0,1333.33,322.89,0.0,26.87000084,30.57999992,34.25999832,36.25999832,35.66999817,34.29000092,28.0,28.70000076,29.0,29.25,28.18000031,27.80999947,10.60000038,14.69999981,18.44000053,21.93000031,22.60000038,24.88999939,22.01000023,22.53000069,22.05999947,19.85000038,15.44999981,12.15999985
